condition,frac_count,frac_mass,uniprot_bio_process
chemostat_u0.2,0.0010601796296611117,0.0008522040663522695,Ribosome biogenesis
chemostat_u0.2,0.0007896389058078616,0.0010462841380098021,SOS response
chemostat_u0.2,0.003320352459165351,0.002404607567911149,Septation
chemostat_u0.2,0.002620991498045248,0.0034912045943536725,Serine biosynthesis
chemostat_u0.2,0.0006463080131055437,0.0012173265840730249,Sodium transport
chemostat_u0.2,0.0006249109677737048,0.0009165833927270998,Spermidine biosynthesis
chemostat_u0.2,8.881239363763254e-05,7.602061683243747e-05,Steroid metabolism
chemostat_u0.2,0.028612539372028963,0.03177295420534321,Stress response
chemostat_u0.2,0.0542925110927559,0.04585829557858554,Sugar transport
chemostat_u0.2,0.0007219304472920427,0.0008613417444955285,Sulfate transport
chemostat_u0.2,0.0009309180270400031,0.0015865987012414708,Symport
chemostat_u0.2,3.6931886463173926e-05,2.652274853931707e-05,Tellurium resistance
chemostat_u0.2,0.00012603739031083166,0.00024259023504751153,Thiamine biosynthesis
chemostat_u0.2,0.002703062356852301,0.004605272656141038,Threonine biosynthesis
chemostat_u0.2,0.00013688246808176368,5.092255096412829e-05,Toxin-antitoxin system
chemostat_u0.2,0.04884769583132797,0.03817875246070515,Transcription
chemostat_u0.2,0.00159774375484731,0.0018104056496588874,Transcription antitermination
chemostat_u0.2,0.04224890567303087,0.023604023490022216,Transcription regulation
chemostat_u0.2,0.006425562024172213,0.0057820718047071696,Transcription termination
chemostat_u0.2,0.028583228351026443,0.016234687004052027,Translation regulation
chemostat_u0.2,0.005756098304474679,0.0042358518764330074,Translocation
chemostat_u0.2,0.17927470464749687,0.19149638133146568,Transport
chemostat_u0.2,9.672636930831267e-06,1.1825429285045828e-05,Transposition
chemostat_u0.2,0.11159028116890007,0.1706272158229271,Tricarboxylic acid cycle
chemostat_u0.2,4.5432082553904435e-05,2.6015944427100822e-05,Trimethoprim resistance
chemostat_u0.2,0.0019333549453261526,0.002572875543017828,Tryptophan biosynthesis
chemostat_u0.2,0.0009074692102379879,0.0015208628291929417,Tryptophan catabolism
chemostat_u0.2,0.0035120465365218252,0.0031073061105066657,Two-component regulatory system
chemostat_u0.2,0.00011226121043964772,0.0001503518866241541,Tyrosine biosynthesis
chemostat_u0.2,0.0007828973709772822,0.0006885553291706017,Ubiquinone biosynthesis
chemostat_u0.2,1.1724408401007596e-06,2.106052644098638e-06,Viral genome integration
chemostat_u0.2,0.0002752304872136533,0.00037390881167954427,Virulence
chemostat_u0.2,1.1724408401007596e-06,2.106052644098638e-06,Virus entry into host cell
chemostat_u0.2,9.672636930831267e-06,1.88643752880493e-05,Xylan degradation
chemostat_u0.2,6.301869515541583e-05,0.00010130451087522592,Xylose metabolism
chemostat_u0.2,2.169015554186405e-05,2.7986849307941794e-05,Zinc transport
chemostat_u0.2,2.931102100251899e-07,9.122474019892496e-07,cAMP biosynthesis
chemostat_u0.2,0.00013189959451133544,0.00011797273501033814,mRNA processing
chemostat_u0.2,0.0013257374799439338,0.0020749461339221644,rRNA processing
chemostat_u0.2,0.003578582554197543,0.005240201696351561,tRNA processing
chemostat_u0.35,0.01415830622058484,0.01772996875603,ATP synthesis
chemostat_u0.35,0.05367279224672337,0.07687919555193985,Amino-acid biosynthesis
chemostat_u0.35,0.03061329578466321,0.03197794303626579,Amino-acid transport
chemostat_u0.35,5.036034082871466e-07,8.892860074016243e-07,Ammonia transport
chemostat_u0.35,0.060136038388680604,0.07601653242223014,Antibiotic resistance
chemostat_u0.35,0.00015435444464001043,0.00029213533961828744,Antiport
chemostat_u0.35,5.287835787015039e-06,5.991930938882483e-06,Antiviral defense
chemostat_u0.35,0.003667743622555289,0.00600253396435535,Arginine biosynthesis
chemostat_u0.35,0.00011431797368118228,0.00017888330071963443,Arginine metabolism
chemostat_u0.35,0.004821499030941142,0.006156253402777629,Aromatic amino acid biosynthesis
chemostat_u0.35,7.100808056848767e-05,0.00010720782576043428,Aromatic hydrocarbons catabolism
chemostat_u0.35,2.518017041435733e-06,1.2752947688561756e-06,Arsenical resistance
chemostat_u0.35,0.00010072068165742933,0.00010002024489841346,Ascorbate biosynthesis
chemostat_u0.35,0.00039079624483082576,0.0006654986494950617,Asparagine biosynthesis
chemostat_u0.35,0.0010303725733555019,0.0006449766647088704,Autoinducer synthesis
chemostat_u0.35,2.2662153372921596e-05,8.472648004584709e-06,Bacterial flagellum biogenesis
chemostat_u0.35,3.7770255621535995e-06,2.1694669631116557e-06,Bacterial flagellum protein export
chemostat_u0.35,0.0001631675042850355,0.00012816468117661872,Bacteriocin transport
chemostat_u0.35,6.420943455661119e-05,5.5213911448562384e-05,Bile acid catabolism
chemostat_u0.35,0.00011255536175217727,0.00011685315860994422,Biotin biosynthesis
chemostat_u0.35,0.013064479617785157,0.01679277857271318,Branched-chain amino acid biosynthesis
chemostat_u0.35,0.000544647086062549,0.0003689950588294279,Capsule biogenesis/degradation
chemostat_u0.35,0.007668117296284238,0.011361733022784723,Carbohydrate metabolism
chemostat_u0.35,0.0007229226925961989,0.0023062801950195972,Carbon dioxide fixation
chemostat_u0.35,0.0005433880775418311,0.0011740529772442984,Cell adhesion
chemostat_u0.35,0.021752393815850868,0.024402681848267712,Cell cycle
chemostat_u0.35,0.021752393815850868,0.024402681848267712,Cell division
chemostat_u0.35,0.0028564385318046955,0.003695584200492607,Cell shape
chemostat_u0.35,0.0021312496238712043,0.0026247345843450403,Cell wall biogenesis/degradation
chemostat_u0.35,2.895719597651093e-05,5.824334729795254e-05,Cellulose biosynthesis
chemostat_u0.35,0.01574163533623963,0.019656264857985852,Chemotaxis
chemostat_u0.35,0.0022916473094106607,0.0020179951706421474,Chromate resistance
chemostat_u0.35,0.0001631675042850355,0.0004824962932576275,Chromosome partition
chemostat_u0.35,5.464096979915541e-05,5.301512736432761e-05,Cobalamin biosynthesis
chemostat_u0.35,5.489277150329898e-05,5.479858556598471e-05,Coenzyme A biosynthesis
chemostat_u0.35,0.027532250132762448,0.031355149659873426,Conjugation
chemostat_u0.35,0.0011474603657822635,0.002917542170436868,Copper transport
chemostat_u0.35,0.011994070573470827,0.013954461035924718,Cysteine biosynthesis
chemostat_u0.35,0.00044845883507970406,0.0006806458287420125,Cytosine metabolism
chemostat_u0.35,0.0356662005817123,0.011579871948688227,DNA condensation
chemostat_u0.35,0.0034300428138437557,0.003643216707878637,DNA damage
chemostat_u0.35,0.0001112963532314594,0.00022341845079909656,DNA excision
chemostat_u0.35,5.287835787015039e-06,6.42533571281943e-06,DNA integration
chemostat_u0.35,0.0034151865132992848,0.0020003022880443386,DNA recombination
chemostat_u0.35,0.003429791012139612,0.003642973864392,DNA repair
chemostat_u0.35,0.005032005255605169,0.009671753439066092,DNA replication
chemostat_u0.35,7.805852828450772e-06,5.814562356087544e-06,DNA synthesis
chemostat_u0.35,0.001586854339512799,0.00046623994959485166,Deoxyribonucleotide synthesis
chemostat_u0.35,0.002774602977958034,0.0013544998577571664,Detoxification
chemostat_u0.35,0.0032109753312388467,0.003511507044391491,Diaminopimelate biosynthesis
chemostat_u0.35,0.012195511936785686,0.010226096624490127,Electron transport
chemostat_u0.35,6.446123626075477e-05,9.938015442055844e-05,Enterobactin biosynthesis
chemostat_u0.35,3.0216204497228795e-06,3.2468174163313073e-06,Exopolysaccharide synthesis
chemostat_u0.35,0.012076661532429919,0.009667091039570143,Fatty acid biosynthesis
chemostat_u0.35,0.013179804798282914,0.011952458354855238,Fatty acid metabolism
chemostat_u0.35,0.0,1.8762957518803504e-09,Fimbrium biogenesis
chemostat_u0.35,9.996527654499861e-05,5.0523172068861516e-05,Flagellar rotation
chemostat_u0.35,0.00010575671574030079,0.00011216241923024332,Folate biosynthesis
chemostat_u0.35,0.0001556134531607283,0.0001210308483699903,Fucose metabolism
chemostat_u0.35,0.0013833985625647917,0.002394231558388989,GMP biosynthesis
chemostat_u0.35,0.03032422742830639,0.01838134632551742,Galactitol metabolism
chemostat_u0.35,0.00033917689548139325,0.0004287140345572446,Galactose metabolism
chemostat_u0.35,0.0015092994146365783,0.002400583601299,Gluconate utilization
chemostat_u0.35,0.006728141534716279,0.008899681190864225,Gluconeogenesis
chemostat_u0.35,0.002912086708420425,0.006188990854698457,Glucose metabolism
chemostat_u0.35,0.0008170965299458953,0.0031369319601749607,Glutamate biosynthesis
chemostat_u0.35,0.0003774507545112164,0.0005374805539240587,Glutathione biosynthesis
chemostat_u0.35,0.0007100808056848768,0.0010278094047084158,Glycerol metabolism
chemostat_u0.35,0.0002442476530192661,0.0004185507659012261,Glycogen biosynthesis
chemostat_u0.35,0.00017777200312536274,0.000380047613492848,Glycogen metabolism
chemostat_u0.35,0.032524470719112936,0.04630052938975995,Glycolysis
chemostat_u0.35,0.05759410018535124,0.08961999960031371,Glyoxylate bypass
chemostat_u0.35,6.899366693533909e-05,7.919531652728312e-05,Heme biosynthesis
chemostat_u0.35,0.0022871148787360763,0.0025266472221284614,Histidine biosynthesis
chemostat_u0.35,0.030738441231622567,0.034892260323379116,Host-virus interaction
chemostat_u0.35,0.014443597551379509,0.01841403491556971,Hydrogen ion transport
chemostat_u0.35,0.001616315138897597,0.004241210189146209,Hydrogen peroxide
chemostat_u0.35,0.06027125590380571,0.07700692449274522,Ion transport
chemostat_u0.35,0.0034839283785304802,0.002092265210820745,Iron storage
chemostat_u0.35,0.0004801858498017943,0.0009217948932738036,Iron transport
chemostat_u0.35,0.002127472598309051,0.0009633606001060674,Isoleucine biosynthesis
chemostat_u0.35,0.0005592515849028763,0.0005329412863368273,Isoprene biosynthesis
chemostat_u0.35,0.004709699074301395,0.006029554577657167,Leucine biosynthesis
chemostat_u0.35,0.001217964842942464,0.0007742114208064834,Lipid A biosynthesis
chemostat_u0.35,0.01395887927090313,0.011411904389400105,Lipid biosynthesis
chemostat_u0.35,0.0008677086724787536,0.0016828760452704968,Lipid degradation
chemostat_u0.35,0.015130008996874889,0.013756467858419654,Lipid metabolism
chemostat_u0.35,0.0008883564122185267,0.0014081990512810338,Lipid transport
chemostat_u0.35,0.004016740784498281,0.003967525579706764,Lipopolysaccharide biosynthesis
chemostat_u0.35,0.004141634429753494,0.004865469421594733,Lysine biosynthesis
chemostat_u0.35,2.518017041435733e-07,3.772136251176121e-07,Maltose metabolism
chemostat_u0.35,0.0003550404028424384,0.00031668842855890925,Menaquinone biosynthesis
chemostat_u0.35,0.006493965949862755,0.012914485025950207,Methionine biosynthesis
chemostat_u0.35,4.482070333755605e-05,2.599451406250902e-05,Methotrexate resistance
chemostat_u0.35,0.000545906094583267,0.00036563140779923394,Molybdenum cofactor biosynthesis
chemostat_u0.35,2.518017041435733e-07,2.325824942435018e-07,Nickel transport
chemostat_u0.35,0.0002518017041435733,0.00019505512800839912,Nitrate assimilation
chemostat_u0.35,1.5108102248614398e-05,2.3355973161427276e-05,Nitrogen fixation
chemostat_u0.35,0.0020667883876104498,0.001997619771461572,Nucleotide biosynthesis
chemostat_u0.35,0.0055401410945669,0.0030166340398330486,Nucleotide metabolism
chemostat_u0.35,0.005113337206043543,0.006485093778042077,One-carbon metabolism
chemostat_u0.35,2.4928368710213757e-05,3.532713095337221e-05,Oxygen transport
chemostat_u0.35,0.00019413911389469502,0.0002643427087935598,PHB biosynthesis
chemostat_u0.35,0.0008747591201947736,0.0007925053043873168,Pantothenate biosynthesis
chemostat_u0.35,0.003328818528778039,0.004465486165738156,Pentose shunt
chemostat_u0.35,0.006494721354975187,0.013016522015155425,Peptide transport
chemostat_u0.35,0.0018691240498577447,0.0025276878186841667,Peptidoglycan synthesis
chemostat_u0.35,0.0006589650597437313,0.0009137169416708997,Phenylalanine biosynthesis
chemostat_u0.35,0.00023316837803694887,0.00027526333641192586,Phosphate transport
chemostat_u0.35,0.0006476339830572706,0.0009408939129520417,Phospholipid biosynthesis
chemostat_u0.35,0.0006476339830572706,0.0009408939129520417,Phospholipid metabolism
chemostat_u0.35,0.03973153909511029,0.025884128060485175,Phosphotransferase system
chemostat_u0.35,1.3849093727896532e-05,2.3942315583889884e-05,Plasmid copy control
chemostat_u0.35,0.0005791439195302186,0.0008272314343576647,Polyamine biosynthesis
chemostat_u0.35,6.295042603589333e-06,1.2459776477330452e-05,Polysaccharide degradation
chemostat_u0.35,0.0006995051341108467,0.0009352796842569625,Porphyrin biosynthesis
chemostat_u0.35,2.1654946556347304e-05,4.085829447193617e-05,Potassium transport
chemostat_u0.35,0.0005360858281216675,0.0006503514702481109,Proline biosynthesis
chemostat_u0.35,3.8022057325679566e-05,0.00017541410805339735,Proline metabolism
chemostat_u0.35,0.058860914558897554,0.09138390963422457,Protein biosynthesis
chemostat_u0.35,0.01288217518398521,0.017706420970717437,Protein transport
chemostat_u0.35,0.007328940400802845,0.0112396467580543,Purine biosynthesis
chemostat_u0.35,6.093601240274474e-05,3.830770493422382e-05,Purine metabolism
chemostat_u0.35,0.0010794739056634987,0.0006273863920349922,Purine salvage
chemostat_u0.35,0.0003593210318128791,0.0006063757885634152,Putrescine biosynthesis
chemostat_u0.35,0.00030694627735101585,0.00036128954216089836,Pyridine nucleotide biosynthesis
chemostat_u0.35,0.0019245204247693307,0.002354262549924454,Pyridoxine biosynthesis
chemostat_u0.35,0.008685647982728417,0.009241176790080156,Pyrimidine biosynthesis
chemostat_u0.35,0.00019262830366983358,0.0002018483789327533,Queuosine biosynthesis
chemostat_u0.35,0.0012358427639366579,0.0010133951534895434,Quorum sensing
chemostat_u0.35,1.2086481798891518e-05,1.793230575364814e-05,RNA repair
chemostat_u0.35,0.0008460537259224063,0.0013143842636870163,Respiratory chain
chemostat_u0.35,5.438916809501183e-05,9.479202496478852e-05,Restriction system
chemostat_u0.35,0.001183719811178938,0.0006748801282544636,Riboflavin biosynthesis
chemostat_u0.35,0.0010746896732847708,0.0008615173188924806,Ribosome biogenesis
chemostat_u0.35,0.0007745420419456315,0.0010128293330518671,SOS response
chemostat_u0.35,0.0034612662251575586,0.002400265510534814,Septation
chemostat_u0.35,0.0030704699803267327,0.0041463204404443435,Serine biosynthesis
chemostat_u0.35,0.0004985673742042751,0.0009450667165252339,Sodium transport
chemostat_u0.35,0.0005882087808793872,0.0008506851312561691,Spermidine biosynthesis
chemostat_u0.35,6.420943455661119e-05,5.5213911448562384e-05,Steroid metabolism
chemostat_u0.35,0.029562779074976224,0.032724229410583804,Stress response
chemostat_u0.35,0.05937584904387116,0.049612465497138894,Sugar transport
chemostat_u0.35,0.0008004776174724195,0.0009647287324251468,Sulfate transport
chemostat_u0.35,0.0006947209017321188,0.0011972418867910056,Symport
chemostat_u0.35,3.953286755054101e-05,2.8730778700667862e-05,Tellurium resistance
chemostat_u0.35,0.0001226274299179202,0.00023903226089059046,Thiamine biosynthesis
chemostat_u0.35,0.0034015892212755318,0.005964079673815509,Threonine biosynthesis
chemostat_u0.35,0.00011633238731433086,4.1982117448322835e-05,Toxin-antitoxin system
chemostat_u0.35,0.05112833602635256,0.03957334616143657,Transcription
chemostat_u0.35,0.0016072502775484284,0.0018988699351451606,Transcription antitermination
chemostat_u0.35,0.043990513118994684,0.024623862034592804,Transcription regulation
chemostat_u0.35,0.007081922929037999,0.006399927541179382,Transcription termination
chemostat_u0.35,0.030970602402842943,0.017938090998883105,Translation regulation
chemostat_u0.35,0.006089572413008177,0.0044631603407957205,Translocation
chemostat_u0.35,0.18347631893103125,0.19583495494785402,Transport
chemostat_u0.35,1.1582878390604372e-05,1.4121080007641177e-05,Transposition
chemostat_u0.35,0.09876594502816276,0.15183411788328136,Tricarboxylic acid cycle
chemostat_u0.35,4.482070333755605e-05,2.599451406250902e-05,Trimethoprim resistance
chemostat_u0.35,0.0020501694751369737,0.0027455483931811686,Tryptophan biosynthesis
chemostat_u0.35,0.0007805852828450772,0.0013242054992632648,Tryptophan catabolism
chemostat_u0.35,0.0033492144668136685,0.002974011831906872,Two-component regulatory system
chemostat_u0.35,0.00012766346400079167,0.00017248239594108426,Tyrosine biosynthesis
chemostat_u0.35,0.0007672397925254679,0.0006884099796527881,Ubiquinone biosynthesis
chemostat_u0.35,1.2590085207178665e-06,2.237873579065626e-06,Viral genome integration
chemostat_u0.35,0.0002754710643330692,0.00036060058981450484,Virulence
chemostat_u0.35,1.2590085207178665e-06,2.237873579065626e-06,Virus entry into host cell
chemostat_u0.35,6.295042603589333e-06,1.2459776477330452e-05,Xylan degradation
chemostat_u0.35,5.665538343230399e-05,9.190917472101403e-05,Xylose metabolism
chemostat_u0.35,2.6439178935075197e-05,3.244428070959772e-05,Zinc transport
chemostat_u0.35,1.0072068165742932e-06,3.0685253442209896e-06,cAMP biosynthesis
chemostat_u0.35,0.00013068508445051455,0.00011971157791944943,mRNA processing
chemostat_u0.35,0.0013783625284819203,0.0021572710407244326,rRNA processing
chemostat_u0.35,0.0037735003382955894,0.005592516513354685,tRNA processing
chemostat_u0.5,0.01518679939746969,0.01931469127878271,ATP synthesis
chemostat_u0.5,0.06551877347843006,0.10028020161472667,Amino-acid biosynthesis
chemostat_u0.5,0.02429424622381689,0.02591614677722081,Amino-acid transport
chemostat_u0.5,2.2061010164831043e-07,2.415087045010479e-07,Ammonia transport
chemostat_u0.5,0.07156393148379707,0.08785303920455044,Antibiotic resistance
chemostat_u0.5,0.0001714140489807372,0.0003283125898593703,Antiport
chemostat_u0.5,5.735862642856071e-06,6.428047897098158e-06,Antiviral defense
chemostat_u0.5,0.005141539029015523,0.008583393418294805,Arginine biosynthesis
chemostat_u0.5,7.081584262910765e-05,0.00011826964107448606,Arginine metabolism
chemostat_u0.5,0.005498927393685786,0.0071473522007742514,Aromatic amino acid biosynthesis
chemostat_u0.5,6.57418102911965e-05,0.00011005834512145046,Aromatic hydrocarbons catabolism
chemostat_u0.5,2.426711118131415e-06,1.2793434076271718e-06,Arsenical resistance
chemostat_u0.5,0.00012199738621151567,0.0001231911968364804,Ascorbate biosynthesis
chemostat_u0.5,0.0004621781629532104,0.0007480242577248669,Asparagine biosynthesis
chemostat_u0.5,0.0011176107749503407,0.000709295834840915,Autoinducer synthesis
chemostat_u0.5,1.544270711538173e-05,5.904996612755348e-06,Bacterial flagellum biogenesis
chemostat_u0.5,2.8679313214280355e-06,1.6840336692235224e-06,Bacterial flagellum protein export
chemostat_u0.5,0.0002470833138461077,0.0001960789590057155,Bacteriocin transport
chemostat_u0.5,4.787239205768336e-05,4.199205402585786e-05,Bile acid catabolism
chemostat_u0.5,0.00014780876810436798,0.00016086655473864387,Biotin biosynthesis
chemostat_u0.5,0.013905275316994654,0.01862119141866862,Branched-chain amino acid biosynthesis
chemostat_u0.5,0.0005601290480850602,0.00038976458850736655,Capsule biogenesis/degradation
chemostat_u0.5,0.007219686186542607,0.011002992977297496,Carbohydrate metabolism
chemostat_u0.5,0.0009459761158679552,0.0030678132733916877,Carbon dioxide fixation
chemostat_u0.5,0.0004985788297251816,0.0011107659803772513,Cell adhesion
chemostat_u0.5,0.02242987025478702,0.02505121925199287,Cell cycle
chemostat_u0.5,0.02242987025478702,0.02505121925199287,Cell division
chemostat_u0.5,0.0031117054837494188,0.004085402362740604,Cell shape
chemostat_u0.5,0.0022950068874473734,0.0028829427507678983,Cell wall biogenesis/degradation
chemostat_u0.5,2.3605280876369216e-05,4.830174090020955e-05,Cellulose biosynthesis
chemostat_u0.5,0.010400663242209595,0.013373746856876317,Chemotaxis
chemostat_u0.5,0.0002934114351922529,0.0002623959438092465,Chromate resistance
chemostat_u0.5,0.00015530951156041055,0.0004766206919639597,Chromosome partition
chemostat_u0.5,4.963727287086985e-05,5.152185696022352e-05,Cobalamin biosynthesis
chemostat_u0.5,5.647618602196747e-05,5.6047425476999906e-05,Coenzyme A biosynthesis
chemostat_u0.5,0.029062071740640176,0.03381165378096561,Conjugation
chemostat_u0.5,0.0010002462008734396,0.002530837162843412,Copper transport
chemostat_u0.5,0.013548328172527688,0.016154539001616033,Cysteine biosynthesis
chemostat_u0.5,0.0006854355858213005,0.0010591570932532437,Cytosine metabolism
chemostat_u0.5,0.030794743478986007,0.010190448907651238,DNA condensation
chemostat_u0.5,0.0031081757221230457,0.003423559598509265,DNA damage
chemostat_u0.5,0.00010324552757140928,0.00020680107518392422,DNA excision
chemostat_u0.5,5.515252541207761e-06,6.53161379200131e-06,DNA integration
chemostat_u0.5,0.003256205100329062,0.001940855331042393,DNA recombination
chemostat_u0.5,0.0031077345019197493,0.0034231966827262855,DNA repair
chemostat_u0.5,0.005053956818661144,0.010037783205245975,DNA replication
chemostat_u0.5,1.014806467582228e-05,7.832714740574521e-06,DNA synthesis
chemostat_u0.5,0.0014240382061398438,0.00042535992549508865,Deoxyribonucleotide synthesis
chemostat_u0.5,0.003160680926315344,0.0015265090727741902,Detoxification
chemostat_u0.5,0.004056578549109132,0.004575219225215255,Diaminopimelate biosynthesis
chemostat_u0.5,0.012294380354758692,0.010687366730897856,Electron transport
chemostat_u0.5,7.677231537361203e-05,0.00011523228835841885,Enterobactin biosynthesis
chemostat_u0.5,4.1915919313178985e-06,4.440979549086374e-06,Exopolysaccharide synthesis
chemostat_u0.5,0.01251785838772843,0.010045395733672174,Fatty acid biosynthesis
chemostat_u0.5,0.013139317044071721,0.011365621560736958,Fatty acid metabolism
chemostat_u0.5,0.0,5.178294745157601e-08,Fimbrium biogenesis
chemostat_u0.5,3.3753345552191496e-05,1.8319849476565965e-05,Flagellar rotation
chemostat_u0.5,0.00012155616600821905,0.0001339829371457164,Folate biosynthesis
chemostat_u0.5,0.0001204531154999775,8.328786674144242e-05,Fucose metabolism
chemostat_u0.5,0.002068440313054559,0.0036335093379887364,GMP biosynthesis
chemostat_u0.5,0.02014214350069404,0.013421356707974442,Galactitol metabolism
chemostat_u0.5,0.00026142297045324785,0.00033676321876281235,Galactose metabolism
chemostat_u0.5,0.0020860891211864235,0.003368067338447044,Gluconate utilization
chemostat_u0.5,0.006095898328746114,0.007735341041824613,Gluconeogenesis
chemostat_u0.5,0.0027821139918868427,0.006043548633499733,Glucose metabolism
chemostat_u0.5,0.0008270672710795158,0.0032723341582844667,Glutamate biosynthesis
chemostat_u0.5,0.0003423868777581778,0.00049085012374267,Glutathione biosynthesis
chemostat_u0.5,0.0005590259975768187,0.0008008515671418528,Glycerol metabolism
chemostat_u0.5,0.00023539097845874725,0.00041078237306124156,Glycogen biosynthesis
chemostat_u0.5,0.00017538503081040679,0.0003822799944219287,Glycogen metabolism
chemostat_u0.5,0.03731377198269358,0.053470462327350886,Glycolysis
chemostat_u0.5,0.03362097949120251,0.053153307004488656,Glyoxylate bypass
chemostat_u0.5,7.61104850686671e-05,8.882733666630429e-05,Heme biosynthesis
chemostat_u0.5,0.002450978229312729,0.0027545046837687067,Histidine biosynthesis
chemostat_u0.5,0.0317157906533677,0.036282875281616875,Host-virus interaction
chemostat_u0.5,0.015510213806486114,0.02010231426102937,Hydrogen ion transport
chemostat_u0.5,0.0010812101081783695,0.0028806984212557405,Hydrogen peroxide
chemostat_u0.5,0.05997020881187341,0.07722521257190504,Ion transport
chemostat_u0.5,0.002313979356189128,0.0014116292565790973,Iron storage
chemostat_u0.5,0.000593441173433955,0.0012037405001657394,Iron transport
chemostat_u0.5,0.0025202498012302983,0.0011631581389753164,Isoleucine biosynthesis
chemostat_u0.5,0.0005656443006262679,0.0005357359307143514,Isoprene biosynthesis
chemostat_u0.5,0.0033921009229444213,0.004529920024965598,Leucine biosynthesis
chemostat_u0.5,0.0013391033170052444,0.0008461116038178057,Lipid A biosynthesis
chemostat_u0.5,0.014457683011522024,0.011784945944373614,Lipid biosynthesis
chemostat_u0.5,0.00045578047000540935,0.0009028378645723222,Lipid degradation
chemostat_u0.5,0.015130543821549372,0.013151023613228082,Lipid metabolism
chemostat_u0.5,0.0003931272011372892,0.0006405420054514275,Lipid transport
chemostat_u0.5,0.004271894008317883,0.0043640448843011775,Lipopolysaccharide biosynthesis
chemostat_u0.5,0.005175733594771011,0.006243587464957628,Lysine biosynthesis
chemostat_u0.5,2.2061010164831043e-07,2.906807470390989e-07,Maltose metabolism
chemostat_u0.5,0.0003362097949120251,0.0003041530163928871,Menaquinone biosynthesis
chemostat_u0.5,0.010151815047550302,0.021816460366922218,Methionine biosynthesis
chemostat_u0.5,4.2798359719772225e-05,2.523874749740679e-05,Methotrexate resistance
chemostat_u0.5,0.000768164373939417,0.0004877248705611808,Molybdenum cofactor biosynthesis
chemostat_u0.5,4.4122020329662085e-07,3.6291578297995287e-07,Nickel transport
chemostat_u0.5,0.0002481863643543492,0.00019510445615277515,Nitrate assimilation
chemostat_u0.5,1.7207587928568216e-05,2.7327471428226664e-05,Nitrogen fixation
chemostat_u0.5,0.0023033900713100093,0.0023167864750162676,Nucleotide biosynthesis
chemostat_u0.5,0.006000153544630747,0.003254101338971685,Nucleotide metabolism
chemostat_u0.5,0.00669441353451798,0.008530914229532956,One-carbon metabolism
chemostat_u0.5,3.17678546373567e-05,4.5690835986684715e-05,Oxygen transport
chemostat_u0.5,8.625854974448938e-05,0.00011923132438430106,PHB biosynthesis
chemostat_u0.5,0.0008577320752086309,0.0007846509021534312,Pantothenate biosynthesis
chemostat_u0.5,0.004224242226361848,0.005831456124357731,Pentose shunt
chemostat_u0.5,0.005089033824823225,0.010213933288052555,Peptide transport
chemostat_u0.5,0.0020417464907551133,0.0027967032125066345,Peptidoglycan synthesis
chemostat_u0.5,0.00044563240532958707,0.0006266171792459618,Phenylalanine biosynthesis
chemostat_u0.5,0.00022259559256314522,0.000256442210304772,Phosphate transport
chemostat_u0.5,0.000581307617843298,0.0008577562397321267,Phospholipid biosynthesis
chemostat_u0.5,0.000581307617843298,0.0008577562397321267,Phospholipid metabolism
chemostat_u0.5,0.03244292154840053,0.023833448123051555,Phosphotransferase system
chemostat_u0.5,1.7869418233513144e-05,3.141788912608225e-05,Plasmid copy control
chemostat_u0.5,0.0007015401232416271,0.0010117256539908756,Polyamine biosynthesis
chemostat_u0.5,5.956472744504382e-06,1.2053677684106348e-05,Polysaccharide degradation
chemostat_u0.5,0.0007143355091372292,0.0009807102793722951,Porphyrin biosynthesis
chemostat_u0.5,1.985490914834794e-05,3.8502144458112984e-05,Potassium transport
chemostat_u0.5,0.0005005643206400164,0.0006209602185999912,Proline biosynthesis
chemostat_u0.5,3.728310717856446e-05,0.00017536578002508513,Proline metabolism
chemostat_u0.5,0.06530544351013615,0.10268532370598386,Protein biosynthesis
chemostat_u0.5,0.01110374763616276,0.01483944289341049,Protein transport
chemostat_u0.5,0.00936313393415759,0.014634383130798083,Purine biosynthesis
chemostat_u0.5,4.3901410228013775e-05,2.83718333936366e-05,Purine metabolism
chemostat_u0.5,0.0011758518417854947,0.000698417064367895,Purine salvage
chemostat_u0.5,0.0004061431971345395,0.0007101661364787567,Putrescine biosynthesis
chemostat_u0.5,0.0003161342756620289,0.00038865495391911855,Pyridine nucleotide biosynthesis
chemostat_u0.5,0.0020794708181369743,0.0026108178833610563,Pyridoxine biosynthesis
chemostat_u0.5,0.012335634443766926,0.013440855816170286,Pyrimidine biosynthesis
chemostat_u0.5,0.00023627341886534048,0.0002533012916938016,Queuosine biosynthesis
chemostat_u0.5,0.0013375590462937062,0.001110069739066978,Quorum sensing
chemostat_u0.5,9.70684447252566e-06,1.4621067515739108e-05,RNA repair
chemostat_u0.5,0.00107459180512892,0.0016448700955206496,Respiratory chain
chemostat_u0.5,6.243265876647185e-05,0.0001128346073461652,Restriction system
chemostat_u0.5,0.0014577915516920353,0.0008470210690293505,Riboflavin biosynthesis
chemostat_u0.5,0.001165483167008024,0.000945286826958047,Ribosome biogenesis
chemostat_u0.5,0.000745441533469641,0.0009824765565462946,SOS response
chemostat_u0.5,0.003677791004578983,0.0025428908405275186,Septation
chemostat_u0.5,0.0038485432232547756,0.005313278529186834,Serine biosynthesis
