condition,frac_count,frac_mass,growth_rate_hr,uniprot_bio_process
chemostat_u0.35,0.0037735003382955894,0.005592516513354685,0.35,tRNA processing
chemostat_u0.5,0.01518679939746969,0.01931469127878271,0.5,ATP synthesis
chemostat_u0.5,0.06551877347843006,0.10028020161472667,0.5,Amino-acid biosynthesis
chemostat_u0.5,0.02429424622381689,0.02591614677722081,0.5,Amino-acid transport
chemostat_u0.5,2.2061010164831043e-07,2.415087045010479e-07,0.5,Ammonia transport
chemostat_u0.5,0.07156393148379707,0.08785303920455044,0.5,Antibiotic resistance
chemostat_u0.5,0.0001714140489807372,0.0003283125898593703,0.5,Antiport
chemostat_u0.5,5.735862642856071e-06,6.428047897098158e-06,0.5,Antiviral defense
chemostat_u0.5,0.005141539029015523,0.008583393418294805,0.5,Arginine biosynthesis
chemostat_u0.5,7.081584262910765e-05,0.00011826964107448606,0.5,Arginine metabolism
chemostat_u0.5,0.005498927393685786,0.0071473522007742514,0.5,Aromatic amino acid biosynthesis
chemostat_u0.5,6.57418102911965e-05,0.00011005834512145046,0.5,Aromatic hydrocarbons catabolism
chemostat_u0.5,2.426711118131415e-06,1.2793434076271718e-06,0.5,Arsenical resistance
chemostat_u0.5,0.00012199738621151567,0.0001231911968364804,0.5,Ascorbate biosynthesis
chemostat_u0.5,0.0004621781629532104,0.0007480242577248669,0.5,Asparagine biosynthesis
chemostat_u0.5,0.0011176107749503407,0.000709295834840915,0.5,Autoinducer synthesis
chemostat_u0.5,1.544270711538173e-05,5.904996612755348e-06,0.5,Bacterial flagellum biogenesis
chemostat_u0.5,2.8679313214280355e-06,1.6840336692235224e-06,0.5,Bacterial flagellum protein export
chemostat_u0.5,0.0002470833138461077,0.0001960789590057155,0.5,Bacteriocin transport
chemostat_u0.5,4.787239205768336e-05,4.199205402585786e-05,0.5,Bile acid catabolism
chemostat_u0.5,0.00014780876810436798,0.00016086655473864387,0.5,Biotin biosynthesis
chemostat_u0.5,0.013905275316994654,0.01862119141866862,0.5,Branched-chain amino acid biosynthesis
chemostat_u0.5,0.0005601290480850602,0.00038976458850736655,0.5,Capsule biogenesis/degradation
chemostat_u0.5,0.007219686186542607,0.011002992977297496,0.5,Carbohydrate metabolism
chemostat_u0.5,0.0009459761158679552,0.0030678132733916877,0.5,Carbon dioxide fixation
chemostat_u0.5,0.0004985788297251816,0.0011107659803772513,0.5,Cell adhesion
chemostat_u0.5,0.02242987025478702,0.02505121925199287,0.5,Cell cycle
chemostat_u0.5,0.02242987025478702,0.02505121925199287,0.5,Cell division
chemostat_u0.5,0.0031117054837494188,0.004085402362740604,0.5,Cell shape
chemostat_u0.5,0.0022950068874473734,0.0028829427507678983,0.5,Cell wall biogenesis/degradation
chemostat_u0.5,2.3605280876369216e-05,4.830174090020955e-05,0.5,Cellulose biosynthesis
chemostat_u0.5,0.010400663242209595,0.013373746856876317,0.5,Chemotaxis
chemostat_u0.5,0.0002934114351922529,0.0002623959438092465,0.5,Chromate resistance
chemostat_u0.5,0.00015530951156041055,0.0004766206919639597,0.5,Chromosome partition
chemostat_u0.5,4.963727287086985e-05,5.152185696022352e-05,0.5,Cobalamin biosynthesis
chemostat_u0.5,5.647618602196747e-05,5.6047425476999906e-05,0.5,Coenzyme A biosynthesis
chemostat_u0.5,0.029062071740640176,0.03381165378096561,0.5,Conjugation
chemostat_u0.5,0.0010002462008734396,0.002530837162843412,0.5,Copper transport
chemostat_u0.5,0.013548328172527688,0.016154539001616033,0.5,Cysteine biosynthesis
chemostat_u0.5,0.0006854355858213005,0.0010591570932532437,0.5,Cytosine metabolism
chemostat_u0.5,0.030794743478986007,0.010190448907651238,0.5,DNA condensation
chemostat_u0.5,0.0031081757221230457,0.003423559598509265,0.5,DNA damage
chemostat_u0.5,0.00010324552757140928,0.00020680107518392422,0.5,DNA excision
chemostat_u0.5,5.515252541207761e-06,6.53161379200131e-06,0.5,DNA integration
chemostat_u0.5,0.003256205100329062,0.001940855331042393,0.5,DNA recombination
chemostat_u0.5,0.0031077345019197493,0.0034231966827262855,0.5,DNA repair
chemostat_u0.5,0.005053956818661144,0.010037783205245975,0.5,DNA replication
chemostat_u0.5,1.014806467582228e-05,7.832714740574521e-06,0.5,DNA synthesis
chemostat_u0.5,0.0014240382061398438,0.00042535992549508865,0.5,Deoxyribonucleotide synthesis
chemostat_u0.5,0.003160680926315344,0.0015265090727741902,0.5,Detoxification
chemostat_u0.5,0.004056578549109132,0.004575219225215255,0.5,Diaminopimelate biosynthesis
chemostat_u0.5,0.012294380354758692,0.010687366730897856,0.5,Electron transport
chemostat_u0.5,7.677231537361203e-05,0.00011523228835841885,0.5,Enterobactin biosynthesis
chemostat_u0.5,4.1915919313178985e-06,4.440979549086374e-06,0.5,Exopolysaccharide synthesis
chemostat_u0.5,0.01251785838772843,0.010045395733672174,0.5,Fatty acid biosynthesis
chemostat_u0.5,0.013139317044071721,0.011365621560736958,0.5,Fatty acid metabolism
chemostat_u0.5,0.0,5.178294745157601e-08,0.5,Fimbrium biogenesis
chemostat_u0.5,3.3753345552191496e-05,1.8319849476565965e-05,0.5,Flagellar rotation
chemostat_u0.5,0.00012155616600821905,0.0001339829371457164,0.5,Folate biosynthesis
chemostat_u0.5,0.0001204531154999775,8.328786674144242e-05,0.5,Fucose metabolism
chemostat_u0.5,0.002068440313054559,0.0036335093379887364,0.5,GMP biosynthesis
chemostat_u0.5,0.02014214350069404,0.013421356707974442,0.5,Galactitol metabolism
chemostat_u0.5,0.00026142297045324785,0.00033676321876281235,0.5,Galactose metabolism
chemostat_u0.5,0.0020860891211864235,0.003368067338447044,0.5,Gluconate utilization
chemostat_u0.5,0.006095898328746114,0.007735341041824613,0.5,Gluconeogenesis
chemostat_u0.5,0.0027821139918868427,0.006043548633499733,0.5,Glucose metabolism
chemostat_u0.5,0.0008270672710795158,0.0032723341582844667,0.5,Glutamate biosynthesis
chemostat_u0.5,0.0003423868777581778,0.00049085012374267,0.5,Glutathione biosynthesis
chemostat_u0.5,0.0005590259975768187,0.0008008515671418528,0.5,Glycerol metabolism
chemostat_u0.5,0.00023539097845874725,0.00041078237306124156,0.5,Glycogen biosynthesis
chemostat_u0.5,0.00017538503081040679,0.0003822799944219287,0.5,Glycogen metabolism
chemostat_u0.5,0.03731377198269358,0.053470462327350886,0.5,Glycolysis
chemostat_u0.5,0.03362097949120251,0.053153307004488656,0.5,Glyoxylate bypass
chemostat_u0.5,7.61104850686671e-05,8.882733666630429e-05,0.5,Heme biosynthesis
chemostat_u0.5,0.002450978229312729,0.0027545046837687067,0.5,Histidine biosynthesis
chemostat_u0.5,0.0317157906533677,0.036282875281616875,0.5,Host-virus interaction
chemostat_u0.5,0.015510213806486114,0.02010231426102937,0.5,Hydrogen ion transport
chemostat_u0.5,0.0010812101081783695,0.0028806984212557405,0.5,Hydrogen peroxide
chemostat_u0.5,0.05997020881187341,0.07722521257190504,0.5,Ion transport
chemostat_u0.5,0.002313979356189128,0.0014116292565790973,0.5,Iron storage
chemostat_u0.5,0.000593441173433955,0.0012037405001657394,0.5,Iron transport
chemostat_u0.5,0.0025202498012302983,0.0011631581389753164,0.5,Isoleucine biosynthesis
chemostat_u0.5,0.0005656443006262679,0.0005357359307143514,0.5,Isoprene biosynthesis
chemostat_u0.5,0.0033921009229444213,0.004529920024965598,0.5,Leucine biosynthesis
chemostat_u0.5,0.0013391033170052444,0.0008461116038178057,0.5,Lipid A biosynthesis
chemostat_u0.5,0.014457683011522024,0.011784945944373614,0.5,Lipid biosynthesis
chemostat_u0.5,0.00045578047000540935,0.0009028378645723222,0.5,Lipid degradation
chemostat_u0.5,0.015130543821549372,0.013151023613228082,0.5,Lipid metabolism
chemostat_u0.5,0.0003931272011372892,0.0006405420054514275,0.5,Lipid transport
chemostat_u0.5,0.004271894008317883,0.0043640448843011775,0.5,Lipopolysaccharide biosynthesis
chemostat_u0.5,0.005175733594771011,0.006243587464957628,0.5,Lysine biosynthesis
chemostat_u0.5,2.2061010164831043e-07,2.906807470390989e-07,0.5,Maltose metabolism
chemostat_u0.5,0.0003362097949120251,0.0003041530163928871,0.5,Menaquinone biosynthesis
chemostat_u0.5,0.010151815047550302,0.021816460366922218,0.5,Methionine biosynthesis
chemostat_u0.5,4.2798359719772225e-05,2.523874749740679e-05,0.5,Methotrexate resistance
chemostat_u0.5,0.000768164373939417,0.0004877248705611808,0.5,Molybdenum cofactor biosynthesis
chemostat_u0.5,4.4122020329662085e-07,3.6291578297995287e-07,0.5,Nickel transport
chemostat_u0.5,0.0002481863643543492,0.00019510445615277515,0.5,Nitrate assimilation
chemostat_u0.5,1.7207587928568216e-05,2.7327471428226664e-05,0.5,Nitrogen fixation
chemostat_u0.5,0.0023033900713100093,0.0023167864750162676,0.5,Nucleotide biosynthesis
chemostat_u0.5,0.006000153544630747,0.003254101338971685,0.5,Nucleotide metabolism
chemostat_u0.5,0.00669441353451798,0.008530914229532956,0.5,One-carbon metabolism
chemostat_u0.5,3.17678546373567e-05,4.5690835986684715e-05,0.5,Oxygen transport
chemostat_u0.5,8.625854974448938e-05,0.00011923132438430106,0.5,PHB biosynthesis
chemostat_u0.5,0.0008577320752086309,0.0007846509021534312,0.5,Pantothenate biosynthesis
chemostat_u0.5,0.004224242226361848,0.005831456124357731,0.5,Pentose shunt
chemostat_u0.5,0.005089033824823225,0.010213933288052555,0.5,Peptide transport
chemostat_u0.5,0.0020417464907551133,0.0027967032125066345,0.5,Peptidoglycan synthesis
chemostat_u0.5,0.00044563240532958707,0.0006266171792459618,0.5,Phenylalanine biosynthesis
chemostat_u0.5,0.00022259559256314522,0.000256442210304772,0.5,Phosphate transport
chemostat_u0.5,0.000581307617843298,0.0008577562397321267,0.5,Phospholipid biosynthesis
chemostat_u0.5,0.000581307617843298,0.0008577562397321267,0.5,Phospholipid metabolism
chemostat_u0.5,0.03244292154840053,0.023833448123051555,0.5,Phosphotransferase system
chemostat_u0.5,1.7869418233513144e-05,3.141788912608225e-05,0.5,Plasmid copy control
chemostat_u0.5,0.0007015401232416271,0.0010117256539908756,0.5,Polyamine biosynthesis
chemostat_u0.5,5.956472744504382e-06,1.2053677684106348e-05,0.5,Polysaccharide degradation
chemostat_u0.5,0.0007143355091372292,0.0009807102793722951,0.5,Porphyrin biosynthesis
chemostat_u0.5,1.985490914834794e-05,3.8502144458112984e-05,0.5,Potassium transport
chemostat_u0.5,0.0005005643206400164,0.0006209602185999912,0.5,Proline biosynthesis
chemostat_u0.5,3.728310717856446e-05,0.00017536578002508513,0.5,Proline metabolism
chemostat_u0.5,0.06530544351013615,0.10268532370598386,0.5,Protein biosynthesis
chemostat_u0.5,0.01110374763616276,0.01483944289341049,0.5,Protein transport
chemostat_u0.5,0.00936313393415759,0.014634383130798083,0.5,Purine biosynthesis
chemostat_u0.5,4.3901410228013775e-05,2.83718333936366e-05,0.5,Purine metabolism
chemostat_u0.5,0.0011758518417854947,0.000698417064367895,0.5,Purine salvage
chemostat_u0.5,0.0004061431971345395,0.0007101661364787567,0.5,Putrescine biosynthesis
chemostat_u0.5,0.0003161342756620289,0.00038865495391911855,0.5,Pyridine nucleotide biosynthesis
chemostat_u0.5,0.0020794708181369743,0.0026108178833610563,0.5,Pyridoxine biosynthesis
chemostat_u0.5,0.012335634443766926,0.013440855816170286,0.5,Pyrimidine biosynthesis
chemostat_u0.5,0.00023627341886534048,0.0002533012916938016,0.5,Queuosine biosynthesis
chemostat_u0.5,0.0013375590462937062,0.001110069739066978,0.5,Quorum sensing
chemostat_u0.5,9.70684447252566e-06,1.4621067515739108e-05,0.5,RNA repair
chemostat_u0.5,0.00107459180512892,0.0016448700955206496,0.5,Respiratory chain
chemostat_u0.5,6.243265876647185e-05,0.0001128346073461652,0.5,Restriction system
chemostat_u0.5,0.0014577915516920353,0.0008470210690293505,0.5,Riboflavin biosynthesis
chemostat_u0.5,0.001165483167008024,0.000945286826958047,0.5,Ribosome biogenesis
chemostat_u0.5,0.000745441533469641,0.0009824765565462946,0.5,SOS response
chemostat_u0.5,0.003677791004578983,0.0025428908405275186,0.5,Septation
chemostat_u0.5,0.0038485432232547756,0.005313278529186834,0.5,Serine biosynthesis
chemostat_u0.5,0.0002797336088900576,0.0005391953797247717,0.5,Sodium transport
chemostat_u0.5,0.0007114675778158012,0.0010375736126347717,0.5,Spermidine biosynthesis
chemostat_u0.5,4.787239205768336e-05,4.199205402585786e-05,0.5,Steroid metabolism
chemostat_u0.5,0.029199732444068722,0.03260984598140456,0.5,Stress response
chemostat_u0.5,0.044858858069167444,0.03891340087142183,0.5,Sugar transport
chemostat_u0.5,0.0009056044672663144,0.0011075893793991297,0.5,Sulfate transport
chemostat_u0.5,0.00042004163353838306,0.00070613663989555,0.5,Symport
chemostat_u0.5,3.662127687361953e-05,2.6979350773090018e-05,0.5,Tellurium resistance
chemostat_u0.5,0.00013302789129393118,0.0002606118254516712,0.5,Thiamine biosynthesis
chemostat_u0.5,0.005515473151309409,0.01045319297211562,0.5,Threonine biosynthesis
chemostat_u0.5,0.00011515847306041805,4.210954474696647e-05,0.5,Toxin-antitoxin system
chemostat_u0.5,0.05396012781266849,0.04224137586766413,0.5,Transcription
chemostat_u0.5,0.00165303149165079,0.0019924250545926983,0.5,Transcription antitermination
chemostat_u0.5,0.046576748930702835,0.026367248053760672,0.5,Transcription regulation
chemostat_u0.5,0.00890647102374559,0.007935845484658753,0.5,Transcription termination
chemostat_u0.5,0.036164172743004236,0.021594611776420008,0.5,Translation regulation
chemostat_u0.5,0.005618939288982467,0.004318610787297654,0.5,Translocation
chemostat_u0.5,0.1588619960272533,0.17549553355736142,0.5,Transport
chemostat_u0.5,1.1692335387360453e-05,1.4621067515739108e-05,0.5,Transposition
chemostat_u0.5,0.07333520998993136,0.11140717776335109,0.5,Tricarboxylic acid cycle
chemostat_u0.5,4.2798359719772225e-05,2.523874749740679e-05,0.5,Trimethoprim resistance
chemostat_u0.5,0.0022667687944363897,0.0031457052699785126,0.5,Tryptophan biosynthesis
chemostat_u0.5,0.00048048880139002015,0.0008270911615227772,0.5,Tryptophan catabolism
chemostat_u0.5,0.0028343985859774923,0.002581466960624848,0.5,Two-component regulatory system
chemostat_u0.5,0.0002300963360191878,0.00031678979617434736,0.5,Tyrosine biosynthesis
chemostat_u0.5,0.0007992703982718287,0.0006935433751959818,0.5,Ubiquinone biosynthesis
chemostat_u0.5,1.103050508241552e-06,1.7884698657645158e-06,0.5,Viral genome integration
chemostat_u0.5,0.0003066480412911515,0.0004360211205586484,0.5,Virulence
chemostat_u0.5,1.103050508241552e-06,1.7884698657645158e-06,0.5,Virus entry into host cell
chemostat_u0.5,5.956472744504382e-06,1.2053677684106348e-05,0.5,Xylan degradation
chemostat_u0.5,5.471130520878099e-05,8.990215918903868e-05,0.5,Xylose metabolism
chemostat_u0.5,2.492894148625908e-05,3.433339961285165e-05,0.5,Zinc transport
chemostat_u0.5,1.5442707115381731e-06,5.091264581373439e-06,0.5,cAMP biosynthesis
chemostat_u0.5,0.00015067669942579604,0.00014238134795088798,0.5,mRNA processing
chemostat_u0.5,0.0014337450506123695,0.002276356612430335,0.5,rRNA processing
chemostat_u0.5,0.004536184910092559,0.006775749066845363,0.5,tRNA processing
fructose,0.01545981054975981,0.0193635382227123,0.65,ATP synthesis
fructose,0.0777791626479546,0.12486466161118764,0.65,Amino-acid biosynthesis
fructose,0.020141318883054316,0.02192190159573773,0.65,Amino-acid transport
fructose,2.1355474689491398e-06,3.1997088155689376e-06,0.65,Ammonia transport
fructose,0.07803076896793262,0.09804252869242157,0.65,Antibiotic resistance
fructose,8.134494449906269e-05,0.00015703965199496638,0.65,Antiport
fructose,4.659376295889032e-06,5.53719696142956e-06,0.65,Antiviral defense
fructose,0.006292487687598138,0.010506356617430181,0.65,Arginine biosynthesis
fructose,5.261212400774699e-05,9.241977242694607e-05,0.65,Arginine metabolism
fructose,0.006600394804484805,0.008797063466843742,0.65,Aromatic amino acid biosynthesis
fructose,3.727501036711226e-05,6.275226213574386e-05,0.65,Aromatic hydrocarbons catabolism
fructose,1.5531254319630108e-06,8.147589814674922e-07,0.65,Arsenical resistance
fructose,9.609963610271129e-05,9.986730234006882e-05,0.65,Ascorbate biosynthesis
fructose,0.0005381579621751832,0.0009282715191767983,0.65,Asparagine biosynthesis
fructose,0.0014888648672155412,0.0009769197496236437,0.65,Autoinducer synthesis
fructose,7.183205122828925e-06,2.518633589313102e-06,0.65,Bacterial flagellum biogenesis
fructose,1.9414067899537636e-07,1.020426297177733e-07,0.65,Bacterial flagellum protein export
fructose,0.0003546950205245526,0.00029082149469565393,0.65,Bacteriocin transport
fructose,4.096368326802441e-05,3.705966823471069e-05,0.65,Bile acid catabolism
fructose,0.00013648089733374956,0.0001629201551680046,0.65,Biotin biosynthesis
fructose,0.013783794067992725,0.02025724181228703,0.65,Branched-chain amino acid biosynthesis
fructose,0.0007132728546290127,0.0005311854402859084,0.65,Capsule biogenesis/degradation
fructose,0.0064408111663506054,0.010384035981411514,0.65,Carbohydrate metabolism
fructose,0.0009951651205302992,0.0033341835989179414,0.65,Carbon dioxide fixation
fructose,0.0006063013405025603,0.0013498934715234785,0.65,Cell adhesion
fructose,0.021294126234928858,0.025033658761313523,0.65,Cell cycle
fructose,0.021294126234928858,0.025033658761313523,0.65,Cell division
fructose,0.0032759298173679805,0.0044540022651420805,0.65,Cell shape
fructose,0.0026228405732275344,0.003347660748718274,0.65,Cell wall biogenesis/degradation
fructose,1.747266110958387e-05,3.662460275916979e-05,0.65,Cellulose biosynthesis
fructose,0.005429144088105699,0.0074127594803175285,0.65,Chemotaxis
fructose,0.00016327231103511152,0.00015108637423329223,0.65,Chromate resistance
fructose,0.00012075550233512409,0.00043957591798004695,0.65,Chromosome partition
fructose,6.212501727852043e-05,5.972262436970453e-05,0.65,Cobalamin biosynthesis
fructose,6.231915795751581e-05,6.537847555173614e-05,0.65,Coenzyme A biosynthesis
fructose,0.019511138239035324,0.022966710939735114,0.65,Conjugation
fructose,0.001577975438874419,0.003729697667591482,0.65,Copper transport
fructose,0.016313641255981476,0.020285521068197192,0.65,Cysteine biosynthesis
fructose,0.0006420232254377095,0.0010239859237957947,0.65,Cytosine metabolism
fructose,0.02917914991232607,0.009989261524046396,0.65,DNA condensation
fructose,0.0030037445854164627,0.0032231527933353414,0.65,DNA damage
fructose,8.095666314107194e-05,0.00016600516490365816,0.65,DNA excision
fructose,4.2710949378982795e-06,4.750112099347154e-06,0.65,DNA integration
fructose,0.003163716504908653,0.0018470355406511793,0.65,DNA recombination
fructose,0.0030035504447374676,0.0032230246467770916,0.65,DNA repair
fructose,0.005329938201139062,0.01068383722752233,0.65,DNA replication
fructose,1.164844073972258e-05,9.294580613828188e-06,0.65,DNA synthesis
fructose,0.0011040780414467053,0.00034081447297598937,0.65,Deoxyribonucleotide synthesis
fructose,0.002327164319117576,0.001196983777433601,0.65,Detoxification
fructose,0.0054802030866814835,0.006286577467345315,0.65,Diaminopimelate biosynthesis
fructose,0.013578004948257626,0.01065392137394741,0.65,Electron transport
fructose,0.00011046604634836914,0.00015589978044904922,0.65,Enterobactin biosynthesis
fructose,4.659376295889032e-06,5.065020400825027e-06,0.65,Exopolysaccharide synthesis
fructose,0.013285434945011594,0.010269245933260392,0.65,Fatty acid biosynthesis
fructose,0.013549854549803297,0.010791033563760549,0.65,Fatty acid metabolism
fructose,0.0,1.8668264041391087e-09,0.65,Fimbrium biogenesis
fructose,8.348049196801183e-06,4.548411789745709e-06,0.65,Flagellar rotation
fructose,0.00011240745313832291,0.0001323785587850338,0.65,Folate biosynthesis
fructose,7.319103598125688e-05,4.767922097859525e-05,0.65,Fucose metabolism
fructose,0.002056726353277017,0.003745518230338423,0.65,GMP biosynthesis
fructose,0.007608955631865785,0.0062748306995057115,0.65,Galactitol metabolism
fructose,0.00024015201991728054,0.0003176768999585873,0.65,Galactose metabolism
fructose,0.002328523303870544,0.00387366478858865,0.65,Gluconate utilization
fructose,0.005327996794349109,0.0065490591924783036,0.65,Gluconeogenesis
fructose,0.00253023546934674,0.005931880450558885,0.65,Glucose metabolism
fructose,0.001332969901982254,0.005181234299623374,0.65,Glutamate biosynthesis
fructose,0.00035178291033962196,0.0005062580079021311,0.65,Glutathione biosynthesis
fructose,0.00034440556453779763,0.000493838866145782,0.65,Glycerol metabolism
fructose,0.00016307817035611614,0.0003021727484665845,0.65,Glycogen biosynthesis
fructose,0.00011376643789129054,0.00026586455696235356,0.65,Glycogen metabolism
fructose,0.05259717517546435,0.0781713781029818,0.65,Glycolysis
fructose,0.012097682270917882,0.019671778156992333,0.65,Glyoxylate bypass
fructose,7.843283431413205e-05,9.452390727228931e-05,0.65,Heme biosynthesis
fructose,0.0028307652404315825,0.003217111434590574,0.65,Histidine biosynthesis
fructose,0.023481897546527755,0.025620610340534568,0.65,Host-virus interaction
fructose,0.015719959059613615,0.02001613643602364,0.65,Hydrogen ion transport
fructose,0.0007858814685732835,0.0021595068149575284,0.65,Hydrogen peroxide
fructose,0.04881007295030154,0.06499355627662579,0.65,Ion transport
fructose,0.0018062848773729816,0.001143431172535204,0.65,Iron storage
fructose,0.000610766576119454,0.0013069823308483701,0.65,Iron transport
fructose,0.0016457305358438053,0.0008017070172012654,0.65,Isoleucine biosynthesis
fructose,0.0005350517113112572,0.0005122935525900893,0.65,Isoprene biosynthesis
fructose,0.0032831130224908094,0.004386251021589558,0.65,Leucine biosynthesis
fructose,0.0013498601410548516,0.0008841872442225974,0.65,Lipid A biosynthesis
fructose,0.015201409306016963,0.011985970516337359,0.65,Lipid biosynthesis
fructose,0.00020248872819217753,0.00035426195131088974,0.65,Lipid degradation
fructose,0.015511063689014589,0.012549603535303176,0.65,Lipid metabolism
fructose,0.0001566715279492687,0.00027488227772811026,0.65,Lipid transport
fructose,0.004197321479880036,0.004535206010058176,0.65,Lipopolysaccharide biosynthesis
fructose,0.006868697222856415,0.008459927274706416,0.65,Lysine biosynthesis
fructose,0.0,7.633421525399322e-08,0.65,Maltose metabolism
fructose,0.00031314891521954204,0.0002839751461669149,0.65,Menaquinone biosynthesis
fructose,0.012346182340031963,0.02784074946221975,0.65,Methionine biosynthesis
fructose,5.125313925477936e-05,3.1166508611474944e-05,0.65,Methotrexate resistance
fructose,0.0009079959556613752,0.0005626879776501285,0.65,Molybdenum cofactor biosynthesis
fructose,1.164844073972258e-06,1.2735553011287987e-06,0.65,Nickel transport
fructose,0.00026150749460677195,0.00021377057235295809,0.65,Nitrate assimilation
fructose,1.902578654154688e-05,3.100830298400553e-05,0.65,Nitrogen fixation
fructose,0.0026731230090873367,0.002760727750748176,0.65,Nucleotide biosynthesis
fructose,0.004857011507106325,0.0027159555581743313,0.65,Nucleotide metabolism
fructose,0.008355038261245016,0.010998336567453196,0.65,One-carbon metabolism
fructose,2.5238288269398926e-05,3.729697667591481e-05,0.65,Oxygen transport
fructose,1.7860942467574623e-05,2.5589760243178034e-05,0.65,PHB biosynthesis
fructose,0.0007806396702404083,0.0007279349420841395,0.65,Pantothenate biosynthesis
fructose,0.004624042692311874,0.00660666700312281,0.65,Pentose shunt
fructose,0.003223123552681238,0.006433411784525378,0.65,Peptide transport
fructose,0.0021968959235116785,0.003118865423520811,0.65,Peptidoglycan synthesis
fructose,0.00028286296929626336,0.00041133463142048156,0.65,Phenylalanine biosynthesis
fructose,0.0002019063061551914,0.00025244823327064255,0.65,Phosphate transport
fructose,0.0005492239808779196,0.0007990372972377191,0.65,Phospholipid biosynthesis
fructose,0.0005492239808779196,0.0007990372972377191,0.65,Phospholipid metabolism
fructose,0.02103553085050702,0.01743242774627004,0.65,Phosphotransferase system
fructose,8.542189875796559e-06,1.5583254305737472e-05,0.65,Plasmid copy control
fructose,0.0007107490258020728,0.0010706565838992726,0.65,Polyamine biosynthesis
fructose,4.076954258902903e-06,8.345346849011695e-06,0.65,Polysaccharide degradation
fructose,0.0007647201345627874,0.0010857296250564212,0.65,Porphyrin biosynthesis
fructose,8.542189875796559e-06,1.9997982340271527e-05,0.65,Potassium transport
fructose,0.00041526691237111,0.0005608389493790796,0.65,Proline biosynthesis
fructose,2.6403132343371184e-05,0.00012854207231890048,0.65,Proline metabolism
fructose,0.07559935110419452,0.12147732092144,0.65,Protein biosynthesis
fructose,0.009058798222603255,0.010772291295081771,0.65,Protein transport
fructose,0.009112575190684974,0.014518530432868304,0.65,Purine biosynthesis
fructose,8.367463264700721e-05,4.627514603480417e-05,0.65,Purine metabolism
fructose,0.0011780456401439437,0.0007356561677327843,0.65,Purine salvage
fructose,0.0003950762817555909,0.0007392157943508462,0.65,Putrescine biosynthesis
fructose,0.0003255739186752461,0.0004088824441947056,0.65,Pyridine nucleotide biosynthesis
fructose,0.003618782256473815,0.004689689415075897,0.65,Pyridoxine biosynthesis
fructose,0.009420870588929632,0.01146335076378812,0.65,Pyrimidine biosynthesis
fructose,0.0003018887558378102,0.00032799981715096667,0.65,Queuosine biosynthesis
fructose,0.0017837645586095178,0.0015306394457665995,0.65,Quorum sensing
fructose,8.736330554791935e-06,1.3605683962369774e-05,0.65,RNA repair
fructose,0.0007950060804860662,0.0012854207231890048,0.65,Respiratory chain
fructose,6.930822240134935e-05,0.00013273452144684,0.65,Restriction system
fructose,0.0013719921784603247,0.0008271385718169741,0.65,Riboflavin biosynthesis
fructose,0.0011636792298982859,0.0008955982997207114,0.65,Ribosome biogenesis
fructose,0.000569997033530425,0.0007405383933964904,0.65,SOS response
fructose,0.0035776244325267954,0.0027544311667748933,0.65,Septation
fructose,0.004555122751268515,0.006333683192924334,0.65,Serine biosynthesis
fructose,7.357931733924763e-05,0.0001463164745650894,0.65,Sodium transport
fructose,0.0007227857478997861,0.0011028514290892988,0.65,Spermidine biosynthesis
fructose,4.096368326802441e-05,3.705966823471069e-05,0.65,Steroid metabolism
fructose,0.02870467009286137,0.0323492689119709,0.65,Stress response
fructose,0.02644409602663921,0.02400388148717091,0.65,Sugar transport
fructose,0.0011799870469338975,0.0014907320762374391,0.65,Sulfate transport
fructose,0.00015201215165337967,0.0002615974743296553,0.65,Symport
fructose,3.882813579907527e-05,2.9505349523046078e-05,0.65,Tellurium resistance
fructose,0.00011997893961914258,0.0002406307593809817,0.65,Thiamine biosynthesis
fructose,0.006921503487543158,0.013114059975008563,0.65,Threonine biosynthesis
fructose,0.0001615250449241531,6.177138724543346e-05,0.65,Toxin-antitoxin system
fructose,0.055595095540510946,0.041756894229692275,0.65,Transcription
fructose,0.0021334119214801908,0.0026539389522063197,0.65,Transcription antitermination
fructose,0.04921524454736489,0.02801262213765929,0.65,Transcription regulation
fructose,0.010293144659655858,0.00947256194473128,0.65,Transcription termination
fructose,0.047144540065200205,0.027484790755554253,0.65,Translation regulation
fructose,0.005326055387559155,0.0039285107244916104,0.65,Translocation
fructose,0.12473422141045533,0.1412012378747857,0.65,Transport
fructose,8.736330554791935e-06,1.1113945329726472e-05,0.65,Transposition
fructose,0.0416862748752452,0.06144589894261857,0.65,Tricarboxylic acid cycle
fructose,5.125313925477936e-05,3.1166508611474944e-05,0.65,Trimethoprim resistance
fructose,0.002445201851946765,0.0034828968887391926,0.65,Tryptophan biosynthesis
fructose,0.00013628675665475418,0.00024316995970186583,0.65,Tryptophan catabolism
fructose,0.0030784887468296826,0.0028313156132909437,0.65,Two-component regulatory system
fructose,0.0003506180662656497,0.0004983477265286603,0.65,Tyrosine biosynthesis
fructose,0.0006713384679660114,0.0005440968388521288,0.65,Ubiquinone biosynthesis
fructose,0.0,2.3612189899810337e-09,0.65,Viral genome integration
fructose,0.0002102543553519926,0.00033697798650985603,0.65,Virulence
fructose,0.0,2.3612189899810337e-09,0.65,Virus entry into host cell
fructose,4.076954258902903e-06,8.345346849011695e-06,0.65,Xylan degradation
