Protein IDs,Gene Names,CN (TP3) Rep2TP3
P00582,b3863;JW3835;polA;resA,1279.276308
P0A8I3,b0006;JW0005;yaaA,1539.532725
P0A8Y5,b3697;JW3674;yidA,1012.810341
P07024,b0480;JW0469;ushA,1602.935502
P0AC13,b3177;dhpS;folP;JW3144,1763.403355
P0A8N5,b4129;JW4090;lysU,1338.539385
P0A894,b3205;JW3172;yhbJ,832.8205331
P0C018,b3304;JW3266;rplR,2425.755391
P64503,b1836;JW5302;yebV,2703.115306
P0ABZ4,b3198;JW3165;kdsC;yrbI;yrbJ,1741.615459
P76576,b2513;JW2497;yfgM,1417.302629
P0AEN1,b3844;fadI;flrD;fre;fsrC;JW3820;ubiB,1683.006019
B1X777;C4ZVY2;P07762,ECDH10B_3606;glgB;b3432;JW3395,1426.017787
P41407,acpD;azoR;b1412;JW1409,1237.11673
P37745,b2038;JW2023;rfbC;rmlC,1123.601792
P19926,agp;b1002;JW0987,1811.009908
P0A8A8,b3170;JW5533;rimP;yhbC,1223.935053
P0AF08,b2113;JW2100;mrp,1677.885864
P31697,b4316;fimC;JW4279,2073.336174
P0ACZ4,b2369;evgA;JW2366,1799.462323
P39099,b3234;degQ;hhoA;JW3203,1877.245111
P04391,argI;b4254;JW4211,3349.562177
P37773,b4233;JW4192;mpl;yjfG,1187.876085
P11557,b3388;damX;JW3351;yhfB,1072.095206
P0ABU9,b0737;fii;JW0727;tolQ,1370.89441
B1XAZ0;C4ZX90;P62620,ECDH10B_2681;ispG;b2515;gcpE;JW2499,1881.60269
P0A7E1,b0945;JW0928;pyrD,3018.821917
P0AG99,b3175;JW3142;secG,1521.66665
P33221,b1849;JW1838;purT,3558.943857
P0AEG6,b2893;dsbC;JW2861;xprA,2028.562048
P0AC81,b1651;gloA;JW1643,1488.004351
P0AE01,b2532;JW2516;trmJ;yfhQ,1285.376919
P17854,b2762;cysH;JW2732,3811.247691
P75792,b0822;JW0806;supH;ybiV,1714.598468
P77522,b1683;JW5273;sufB;ynhE,1251.60568
P45395,b3197;JW3164;kdsD;yrbH,2354.617911
P0A8F8,b0779;JW0762;uvrB,1297.033443
P39406,b4371;JW4333;rsmC;yjjT,2720.109864
P07650,b4382;deoA;JW4345;tpp;ttg,1525.697411
P0A9U3,b0820;JW0804;ybiT,1339.955598
P22255,amtA;b4214;cysQ;JW4172,1553.04122
P0A944,b4373;JW4335;rimI,1342.461206
P25437,adhC;b0356;frmA;JW0347,2402.006584
P00579,alt;b3067;JW3039;rpoD,2623.153728
P17993,b2232;JW2226;pufX;ubiG;yfaB,2355.053669
P0A6P5,b2511;der;engA;JW5403;yfgK,1045.797216
B1XHA9;C4ZZJ8;P0AA57,ECDH10B_1982;yobA;b1841;JW1830,2624.134183
P0A6L0,b4381;deoC;dra;JW4344;thyR,1268.600239
P0A884,b2827;JW2795;thyA,1547.594246
P03817,b3742;JW3720;mioC;yieB,880.4270857
P27306,b3962;JW5551;sth;sthA;udhA,1850.663878
P11880,b0086;JW0084;mra;murF,1869.07465
P0A6N8,b2171;JW5362;yeiP,2833.080105
P76170,b1583;JW1575;ynfB,1471.44555
P0AES2,b2787;gudD;JW2758;ygcX,1693.573149
P0AC02,b2595;JW2577;yfiO,2042.397362
P25397,b1430;JW1426;tehB,1637.905075
Q2M7R5,b4554;JW3576;yibT,2951.497319
P0A738,b0783;chlA3;JW0766;moaC,2563.237014
P36659,b1000;cbpA;JW0985,1093.534496
P25714,b3705;JW3683;oxaA;yidC,2187.722628
P08506,b0839;dacC;JW0823,1120.333608
P60546,b3648;gmk;JW3623;spoR,1636.70674
P27248,b2905;gcvT;JW2873,2309.408027
P33195,b2903;gcvP;JW2871,2462.141177
P0A951,b1584;JW1576;speG,1209.119283
P33920,b2186;JW2174;ndpA;yejK,2001.653997
P03813,b2840;JW2808;ygeA,892.5847316
P0A9T4,b2834;JW2802;tas;ygdS,1825.607798
P76536,b2431;JW2424;yfeX,1249.317951
P10346,b0809;glnQ;JW0794,2186.633233
P0A8X2,b1056;JW1043;yceI,2719.129409
P37759,b2041;JW2026;rfbB;rmlB,2246.767826
P32176,b3894;fdoG;JW3865,1909.164379
P31224;P24181,acrB;acrE;b0462;JW0451,2098.065436
P69488,b4137;cutA;cutA1;cycY;JW4097,1027.26661
P37747,b2036;glf;JW2021;yefE,2645.59526
P76268,b1827;JW1816;kdgR;yebP,1399.545494
P0ABK2,b0734;cyd-2;cydB;JW0723,2439.699644
P39411,b4394;JW5801;yjjX,661.1319134
P30750,abc;b0199;JW0195;metN,1886.613907
P33018,b2154;JW2141;yeiG,2282.608915
P77808,b2249;JW2243;yfaY,1288.427224
P12994,b0773;JW0756;ybhB,1665.248884
P65367,b2790;JW2761;yqcA,1809.920513
P0A7A2,b4395;gpmB;JW4358;ytjC,1542.909849
P0A8A4,b1703;JW1693;ydiA,1004.672562
P0A6J5,b1189;dadA;dadR;JW1178,357.3541747
P0AG14,b1272;JW1264;sohB,1868.312074
P40874,b1059;JW1046;solA,2350.58715
P31063,b1928;JW1913;yedD,2220.404472
P06989,b2026;hisI;hisIE;JW2008,1999.257328
P61316,b0891;JW0874;lolA;lplA;yzzV,1503.473757
P0A6Y5,b3401;hslO;JW5692;yrfI,3443.25013
P0AGG8,b3244;JW3213;tldD;yhdO,1601.737168
P0AF50,b4057;JW4018;yjbR,1314.46376
P0AF18,b0677;JW0663;nagA,1268.164481
P0A6V8,b2388;glk;JW2385,1968.536395
P22731,b3454;JW3419;livF,2634.265555
P0ACA7,b0838;JW0822;yliJ,1783.33928
P0ABQ4,b0048;folA;JW0047;tmrA,1955.681537
P39177,b0607;JW0600;uspG;ybdQ;yzzU,1846.524178
P0ABU0,b2262;JW2257;menB,2286.203917
P0ADX1,b3356;JW3319;yhfA,2088.043004
P0AFL3,b3363;JW3326;ppiA;rot;rotA,2690.042568
P0A8S1,b2916;iciA;JW2883,1522.211348
P0AET5,b3511;hdeD;JW3479;yhiA,4176.739645
P0AE18,b0168;JW0163;map,2709.978493
P21363,b1257;JW1249;yciE,1711.221344
P0AES0,b2988;gsp;JW2956,1598.251104
P0A8U6,b3938;JW3909;metJ,2727.844567
P21179,b1732;JW1721;katE,4421.199837
P0A7E9,b0171;JW0166;pyrH;smbA,3317.316091
P45955,b0742;JW0732;ybgF,2747.235795
P0C8J6,b2096;gatY;JW5343;yegF,2491.010139
P0A6W9,b2688;gshA;gsh-I;JW2663,1686.165264
P16703,b2421;cysM;JW2414,2553.432461
P76014,b1199;dhaL;JW5186;ycgS,2207.331734
P39176,b1990;erfK;JW1968;yeeG;yzzT,1666.665097
P08622,b0015;dnaJ;groP;JW0014,1992.503081
P0ABI8,b0431;cyoB;JW0421,3586.832364
P10121,b3464;ftsY;JW3429,2621.737514
P30177,b0800;JW0785;ybiB,1947.075318
P0A6I6,b3634;coaD;JW3609;kdtB;yicA,2101.5515
P32662,b3385;gph;JW3348;yhfE,2615.527964
P0AGA2,b3300;JW3262;prlA;secY,3186.044018
P07639,aroB;b3389;JW3352,1281.781916
B1XG11;C4ZYG6;P00887,aroH;ECDH10B_1840;b1704;JW1694,1360.43622
P77454,b0485;glsA1;JW0474;ybaS,2350.696089
P0AG59,b3307;JW3269;rpsN,5135.407065
P0ADF8,b3670;ilvN;JW3645,4906.960977
P0A6M4,b3887;dtd;JW3858;yihZ,1101.704957
P0AB61,b1273;JW1265;yciN,984.181046
P0AEX5,b3355;JW3318;prkB;yhfF,1349.869091
P63279ups,,957.806798
P0ADP9,b3858;JW3830;yihD,1966.139727
P0A729,b1087;JW5155;yceF,2300.801808
P16869,b1102;fhuE;JW1088,1609.253992
P06149,b2133;dld;JW2121,2763.685656
P0AFI7,b1638;JW1630;pdxH,1714.053771
Q93K97,aspP;b3034;JW3002;nudF;yqiE;yzzG,3211.753736
P0ACP7,b1658;JW1650;purR,1955.136839
P0AAX3,b0802;JW0787;ybiJ,312.6018365
P23839,b3644;JW3619;yicC,2150.029568
P0AEM0,b0028;fkpB;JW0026;slpA;yaaD,3176.130526
P0AEZ9,b0782;chlA2;JW0765;moaB,3514.823368
P0AEB2,b0632;dacA;JW0627;pfv,2405.05689
P27434,b2516;JW2500;rodZ;yfgA,2102.640894
P76015,b1200;dhaK;JW5187;ycgT,2602.564166
P0A9Q5,accD;b2316;dedB;JW2313;usg,2401.026129
P16700,b2425;cysP;JW2418,4109.959744
P28248,b2065;dcd;dus;JW2050;paxA,1102.358593
P27431,b1128;JW1114;ycfD,1539.859543
P0AFY8,b0687;JW0674;seqA,1894.566489
P27838,b3807;cyaY;JW3779,5377.579528
P0A9V1,b3201;JW3168;lptB;yhbG,1884.870875
P37339,b2660;JW2635;ygaF,4544.410389
P76004,b1180;JW1169;ycgM,1792.599136
P0AE12,amn;b1982;JW1963,1271.759484
P00963,asnA;b3744;JW3722,4908.26825
P0AET2,b3509;hdeB;JW5669;yhhD;yhiC,3516.130641
P76193,b1678;JW1668;ynhG,2729.587599
P0AG27,b3611;JW3586;yibN,3395.861456
P0AAT6,b0637;JW5090;ybeB,2830.356618
P06971,b0150;fhuA;JW0146;tonA,2020.718406
P0A993,b4232;fbp;fdp;JW4191,3118.174723
P29680,b3997;hemE;JW3961,2537.745176
P09424,b3600;JW3574;mtlD,2509.856669
P0A9S7,b3455;JW3420;livG,1895.764823
B1XHL8;C4ZSY4;P0A9J0,ECDH10B_3423;rng;b3247;cafA;JW3216;yhdF,1177.744713
P77247,b1727;JW1716;yniC,2124.646669
P77171,b1422;JW5226;ydcI,985.9894414
P0AFM2,b2679;JW2654;proU;proX,3828.460129
P31808,b1271;JW1263;yciK,2178.135954
P09158,b0121;JW0117;speE,3309.036691
P0A9Z1,b2553;glnB;JW2537,1102.685412
P00893,b0077;ilvI;JW0076,3258.92453
Q46857,b3012;dkgA;JW5499;yqhE,1979.103525
P02925,b3751;JW3730;prlB;rbsB;rbsP,5393.375753
Q46829,b2901;bglA;JW2869;yqfC,3093.118642
P00946,b1613;JW1605;manA;pmi,2744.185489
P0A7F6,b0120;JW0116;speD,3180.814923
P0A988,b3701;dnaN;JW3678,2313.329848
Q46948,b0424;JW5057;thiJ;yajL,2389.696423
P23882,b3288;fmt;JW3249;yhdD,1561.320621
P64534,b2107;JW5346;yohN,1924.742724
P22259,b3403;JW3366;pck;pckA,2481.859223
P0ABH9,b0882;clpA;JW0866;lopD,2450.484653
P30958,b1114;JW1100;mfd,2497.546508
P0A9H1,b3068;JW3040;mug;ygjF,2177.264438
P10408,azi;b0098;JW0096;pea;prlD;secA,2107.543171
P39452,b2675;JW2650;nrdE,1118.590576
P09030,b1749;JW1738;xth;xthA,2785.037794
P0A6D7,aroK;b3390;JW5947,3211.426917
P22256,b2662;gabT;JW2637,2818.264336
P37194,b3506;JW3474;slp,7269.531469
P30850,b1286;JW1279;rnb,3500.770175
Q46856,b3011;JW2978;yqhD,2141.20547
P76037,b1296;JW1289;puuP;ycjJ,1856.54661
P11875,argS;b1876;JW1865,2930.907757
P39199,b2330;JW5841;yfcB,2651.260113
P0ABD8,accB;b3255;fabE;JW3223,1746.735615
P21645,b0179;firA;JW0174;lpxD;omsA,2312.131514
P08142,b3671;ilvB;JW3646,7290.774668
P64596,b3150;JW3119;yraP,3939.578398
P17117,b0851;JW0835;mda18;mdaA;nfsA;ybjB,3366.665675
P33362,b2131;JW2119;osmF;yehZ,3057.822251
P0A6C8,argB;b3959;JW5553,6785.622301
P63228,b0200;gmhB;JW0196;yaeD,1402.160041
P63235,acsA;b1492;gadC;JW1487;xasA,3981.302219
P09029,b0522;JW0511;purK,3655.573175
P64506,b1839;JW1828;yebY,2507.56894
P0A759,b0678;glmD;JW0664;nagB,2172.253222
P0C0L7,b4111;JW4072;proP,2280.756943
P0AAR3,b0481;JW0470;ybaK,2812.599483
P26616,b1479;JW5238;maeA;sfcA,3930.7543
P69924,b2235;ftsB;JW2229;nrdB,2865.54407
P0ABD5,accA;b0185;JW0180,3514.169731
P0A8E1,b1108;JW5158;ycfP,3369.280223
P37095,b2523;JW2507;pepB;yfhI,4871.446706
P0AES6,acrB;b3699;gyrB;himB;hisU;JW5625;nalC;parA;pcbA,2720.000925
P0A8X0,b4234;JW4193;yjgA,2639.49465
P30011,b0109;JW0105;nadC,3109.132746
P09147,b0759;galD;galE;JW0742,3424.185721
P39173,b1780;JW1769;yeaD;yzzQ,4645.070468
P06715,b3500;gor;JW3467,2662.37194
P46130,b0772;JW0755;ybhC,3892.843362
P0A9W6,b3190;JW3157;yrbA,4115.951416
P0ACD4,b2529;icsU;JW2513;nifU;yfhN,4899.444152
P25524,b0337;codA;JW0328,5612.453046
P60560,b0104;guaC;JW0101,3611.016928
P0ACN4,allR;b0506;glxA3;JW0494;ybbU,2576.309751
P11446,argC;b3958;JW3930,6895.542236
P0AD49,b2597;JW2578;raiA;yfiA,4011.914213
P0A794,b2564;JW2548;pdxJ,2640.366165
P0A9M2,b0125;hpt;JW5009,3555.566733
P75818,b0865;JW0849;ybjP,1819.398248
P05194,aroD;b1693;JW1683,2282.391036
P0A6V1,b3430;glgC;JW3393,2705.511974
P0ABJ9,b0733;cyd-1;cydA;JW0722,3666.140305
P78061,b1297;JW5201;puuA;ycjK,4033.48423
P16676,b2422;cysA;JW2415,3631.715429
P00956,b0026;ileS;ilvS;JW0024,3889.248359
P14900,b0088;JW0086;murD,2882.320749
P00452;P00452-2,b2234;dnaF;JW2228;nrdA,2976.117641
P45799,b3397;JW3360;nudE;yrfE,1968.863214
P06721,b3008;JW2975;metC,3489.440469
P31677,b1896;JW5312;otsA,3314.156846
P75691,b0325;JW0317;yahK,4756.188737
P0ADZ0,b3318;JW3280;rplW,4893.888239
P15640,b4005;JW3969;purD,4732.657809
P24203,b4352;JW5790;yjiA,5550.357543
P0AB24,b1018;JW1003;ycdO,5572.363318
P0A769,b2392;JW2388;mntH;yfeP,1431.573701
P40191,b2418;JW2411;pdxK;yfeI,2164.1917
P0AB28,b1088;g30k;JW1074;yceD,6253.452944
P0A8B5,b0471;JW0460;ybaB,3569.184168
P77173,b2412;JW2404;zipA,3038.539963
P04425,b2947;gshB;gsh-II;JW2914,4349.953418
P37774,b1917;JW1902;yecC,3509.594273
P0A6H1,b0438;clpX;JW0428;lopC,5629.774423
P25526,b2661;gabD;JW2636,3004.224027
P0A6D3,aroA;b0908;JW0891,4090.350638
P64451,b1431;JW1427;ydcL,2860.532854
P76372,b2027;cld;JW5836;rol;wzz;wzzB,3632.478006
P77667,b1684;JW1674;sufA;ydiC,8957.766584
P0A784,b4162;JW5740;orn;yjeR,2919.79593
P0ADY1,b0441;JW0431;ppiD;ybaU,2478.373159
P0A927,b0411;JW0401;nupA;tsx,5798.412738
P67603,b2900;JW2868;yqfB,3751.004159
P11447,argH;b3960;JW3932,6962.540016
P69828,b2094;gatA;JW2078/JW2081,6359.124239
P12995,b0774;bioA;JW0757,2147.415021
P0ACQ4,b3961;JW3933;momR;mor;oxyR,5722.046162
P0ABA0,atpF;b3736;JW3714;papF;uncF,4614.022716
P0A734,b1174;JW1163;minE,3644.243469
P69829,b3204;JW3171;ptsN;rpoP;yhbI,2769.677328
P09831,aspB;b3212;gltB;JW3179,5500.572201
B1X9J7;C4ZS24;P21513,ECDH10B_1155;rne;ams;b1084;hmp1;JW1071,4053.311215
P0AC41,b0723;JW0713;sdhA,5341.411621
P0ADA5,b0434;JW0424;yajG,7959.772012
P36683,acnB;b0118;JW0114;yacI;yacJ,7658.77223
P0A9F3,b1275;cysB;JW1267,3626.268455
P76658,b3052;hldE;JW3024;rfaE;waaE;yqiF,3947.63992
P68767,b4260;carP;JW4217;pepA;xerB,3442.378614
P0A6H5,b3931;hslU;htpI;JW3902,3468.741968
P75915,b1035;JW1018;ycdY,15611.02742
P77735,b0419;JW0409;yajO,2593.631129
P37146,b2676;JW2651;nrdF;ygaD,1677.123287
P0A7G6,b2699;JW2669;lexB;recA;recH;rnmB;tif;umuB;zab,4742.135544
P0A7G2,b3167;JW3136;P15B;rbfA;yhbB,4669.581851
P38038,b2764;cysJ;JW2734,6625.590206
P0A9L8,b0386;JW0377;proC,5019.822277
P77774,b2512;JW2496;yfgL,3551.753851
P76558,b2463;JW2447;maeB;ypfF,3276.681665
P0A780,b0416;JW0406;nusB;ssyB,3235.9383
P0A9X4,b3251;envB;JW3220;mreB;rodY,5785.44894
P77499,b1682;JW1672;sufC;ynhD,2594.284766
P00935,b3939;JW3910;metB,3829.658463
P37051,b1232;JW1220;purU;tgs;ychI,3873.778953
P0AAN9,b0382;iraP;JW0373;yaiB,3391.721756
P0A705;P0A705-2;P0A705-3,b3168;infB;JW3137;ssyG,5055.227608
P0A9H7,b1661;cdfA;cfa;JW1653,3807.107991
P0A6P7,b3865;engB;JW5930;yihA,3804.820262
P24182,accC;b3256;fabG;JW3224,5195.977416
P07004,b0243;JW0233;proA,2664.768609
P04805,b2400;gltX;JW2395,6700.649507
P0A8P3,b2962;JW2929;yggX,3112.727749
P0A887,b3833;JW5581;ubiE;yigO,3891.536088
P30860,artJ;b0860;JW0844,11597.69699
P00547,b0003;JW0002;thrB,5487.172645
P07623,b4013;JW3973;metA,3553.823701
P0ACU7,b4135;cutA3;JW5733;yjdC,2659.757393
P69786,b1101;glcA;JW1087;ptsG;umg,6888.243291
P0ABF6,b2143;cdd;JW2131,2113.099084
P31554,b0054;imp;JW0053;lptD;ostA;yabG,3255.220588
P0A8W2,b1642;JW5267;slyA,2030.740838
B1X5Z1;P10378,ECDH10B_0554;ECDH10B_0662;entE;b0594;JW0586,3724.531866
P0AGG2,b0452;JW0442;tesB,2763.140959
P68679,b3065;JW3037;rpsU,13043.32388
P0A9M8,b2297;JW2294;pta,3296.399711
P0ABU2,b1203;engD;gtp1;JW1194;ychF,6784.423967
P0AGK4,b3180;JW3147;yhbY,5216.784856
P07003,b0871;JW0855;poxB,3344.659901
P39831,b1539;JW1532;ydfG,6250.184759
P21888,b0526;cysS;JW0515,4104.730649
P04036,b0031;dapB;JW0029,2183.691867
P69407,b2217;JW2205;rcsB,4437.32288
P0A7S3,b3342;JW3304;rpsL;strA,5208.069698
P60785,b2569;JW2553;lepA,3927.703995
P15877,b0124;gcd;JW0120,2698.757726
P0A7I7,b1277;JW1269;ribA,6231.011411
P23538,b1702;JW1692;pps;ppsA,4160.834481
P0A8D6,b1045;JW1032;ymdB,1840.423567
P28304,b4051;hcz;JW4011;qor;qor1;qorA,2498.526963
P17846,b2763;cysI;JW2733,3325.050794
P09832,aspB;b3213;gltD;JW3180,8873.556366
P75823,b0870;JW0854;ltaE;ybjU,3330.388829
P0AEL6,b0592;fepB;JW0584,3734.663237
P0A9M0,b0439;capR;deg;JW0429;lon;lopA;muc,4412.702558
P06999,b1723;JW5280;pfkB,2847.133298
P0AA16,b3405;JW3368;kmt;ompB;ompR,3823.993611
P0A881,b4393;JW4356;rtrY;trpR,3928.68445
B1X6Q6;C4ZWK0;P0AFG3,ECDH10B_0792;sucA;b0726;JW0715,5689.473258
P0AEZ1,b3941;JW3913;metF,4422.72499
P16456,b1764;fdhB;JW1753;selD,3170.247794
P69805,b1819;gptB;JW1808;manZ;ptsM,4412.37574
P0A8M3,b1719;JW1709;thrS,5025.160312
P29217,b1067;JW1054;yceH,1908.619681
P0ADC1,b0641;JW0636;lptE;rlpB,4135.88734
P0A8G3,b3092;JW3063;uxaC;ygjX;ygjY;ygjZ,1104.864201
P0AAB8,b3923;JW3894;uspD;yiiT,1373.508958
P75779,b0804;JW5105;ybiX,3637.92498
P18335,argD;b3359;dapC;dtu;JW3322,9708.250658
P0AF24,b0675;JW0661;nagD,3612.65102
P00962,b0680;glnS;JW0666,4651.062139
P0A7B5,b0242;JW0232;proB,3755.579617
P0ABC7,b4174;hflA;hflK;JW4132,3778.456908
P0AB38,b1105;JW5157;ycfM,5065.141101
P0ABU7,b3006;exbB;JW2974,4372.286011
P69503,apt;b0469;JW0458,3912.452468
P31133,b0854;JW0838;potF,6720.040734
P0AES4,b2231;gyrA;hisW;JW2225;nalA;parD,5394.683026
P15034,b2908;JW2876;pepP,4384.705112
P37744,b2039;JW2024;rfbA;rmlA;rmlA1,3902.974733
P0AC19,b2303;folX;JW2300,3972.478121
P12008,aroC;b2329;JW2326,3716.470344
P23908,argE;b3957;JW3929,6892.274052
P0AF12,b0159;JW0155;mtn;mtnN;pfs;yadA,3724.313987
P0A6A6,b0072;JW0071;leuC,11297.02403
P0AB14,b1003;JW0988;yccJ,2592.977492
P77395,b0492;JW5067;ybbN,3117.412146
P0AEE1,b3472;dcrB;JW5682;yhhR,4315.746421
P0ACA1,b3592;JW3565;yibF,3318.296547
P05459,b2320;JW2317;pdxB,5872.818402
P0A855,b0740;JW5100;tolB,5857.566875
P0A9X9,b3556;cspA;cspS;JW3525,9535.799462
P00959,b2114;JW2101;metG,5232.907899
P0AEY5,b3028;JW2996;mda66;mdaB,3828.895887
P0A8J8,b3780;JW3753;mmrA;rhlB,3951.017044
B1X5Y1;C4ZV30;P13039,ECDH10B_0544;ECDH10B_0652;fes;b0585;JW0576,4039.149083
B1X9G2;C4ZRY9;P33136,ECDH10B_1120;mdoG;opgG;b1048;JW1035,4556.066913
P0ABJ1,b0432;cyoA;JW0422,6329.710579
P0ACY1,b1765;JW1754;ydjA,5647.640498
P76402,b2080;JW5339;yegP,6075.445834
P37903,b1376;JW1370;uspF;ynaF;yzzL,3408.716315
P0A9A9,b0683;fur;JW0669,7627.833417
P31120,b3176;glmM;JW3143;mrsA;yhbF,4137.303554
P06986,b2021;hisC;JW2003,5987.313795
P0ABU5,b3209;elb2;elbB;JW3176;yzzB,3779.655242
P0A6Z3,b0473;htpG;JW0462,6561.315913
P07118,b4258;JW4215;valS,5281.494907
P67095,b2300;JW5377;yfcE,1520.359376
P76316,b1919;dcyD;JW5313;yedO,5805.058046
P0ACA3,b3229;JW3198;pog;ssp;sspA,4830.158644
P15047,b0596;entA;JW0588,5325.615396
P27298,b3498;JW3465;opdA;prlC,4797.694679
P0A903,b2477;dapX;JW2462;nlpB,3785.537974
P0A6Q6,b0180;fabZ;JW0175;sefA;yaeA,3922.365961
P0A940,b0177;JW0172;yaeT;yzzN;yzzY,5923.5842
P11454,b0586;entF;JW0578,4680.366859
P0AE06,acrA;b0463;JW0452;lir;mtcA,6155.73423
P0A7E5,b2780;JW2751;pyrG,5565.718009
P22106,asnB;b0674;JW0660,5162.206177
P0ADU5,b3024;JW2992;ygiW,8228.198889
P0ACY3,b1783;JW1772;yeaG,4096.995946
P0ABC3,b4175;hflA;hflC;JW4133,5371.152099
P0ADV7,b3192;JW3159;mlaC;yrbC,8396.837203
P0AAB6,b2042;galF;JW2027;wcaN,5988.512129
P0AFK0,b4235;JW4194;pmbA;tldE,5184.320891
P0A9L5,b3775;JW3748;parVA;ppiC,6217.393976
P0A8G6,b1004;JW0989;wrbA,4818.39318
P77804,b1614;JW1606;ydgA,4955.874803
P10371,b2024;hisA;JW2006,4013.548305
P0AFR4,b1267;JW5196;yciO,4580.687235
P00957,alaS;b2697;JW2667;lovB,5192.92711
P0AC69,b1654;grxD;JW1646;ydhD,7573.363678
P77529,b1729;JW1718;ydjN,10536.40858
P24171,b1538;dcp;JW1531,7174.536243
B1X6Q7;C4ZWK1;P0AFG6,ECDH10B_0793;sucB;b0727;JW0716,5785.884697
P0A998,b1905;ftn;ftnA;gen-165;JW1893;rsgA,6691.280712
P0AFG0,b3982;JW3945;nusG,6013.350331
P0AFU8,b1662;JW1654;ribC;ribE,6502.379654
P00894,b0078;brnP;ilvH;JW0077,5804.513348
P0A6B7,b2530;iscS;JW2514;yfhO;yzzO,11743.67589
P21170,b2938;JW2905;speA,6663.719024
P75694,b0329;JW0321;yahO,5288.140215
P0AFM6,b1304;JW1297;pspA,3739.674453
Q46845,b2989;JW5492;yghU,4507.588845
P0A9M5,b0238;gpp;gpt;gxu;JW0228,9358.554929
P37643,b3523;JW3491;yhjE,8636.939816
P0AD59,b0220;ivy;JW0210;ykfE,6792.04973
P26646,b3253;JW3222;yhdH,3943.827038
P07813,b0642;JW0637;leuS,6063.68037
P61714,b0415;JW0405;ribE;ribH;ybaF,5532.491468
P30178,b0801;JW0786;ybiC,7023.546124
P0ADW3,b3233;JW5539;yhcB,5615.067594
P23845,b2751;cysN;JW2721,10166.77693
P0AEG4,b3860;dsbA;dsf;JW3832;ppfA,11738.22892
P16659,b0194;drpA;JW0190;proS,5075.054593
P04846,b3661;JW3635;nlpA,7993.434311
P75780,b0805;fiu;JW0790;ybiL,12021.47157
P0AF28,b1221;frdR;JW1212;narL,5265.153985
P0A9W3,b4391;JW4354;yjjK,7935.914265
P25553,ald;aldA;b1415;JW1412,7322.476056
P0ACJ8,b3357;cap;crp;csm;JW5702,7367.68594
P0AAI3,b3178;ftsH;hflB;JW3145;mrsC;tolZ,6539.636956
P0A8T7,b3988;JW3951;rpoC;tabB,9438.298628
P0ABZ6,b0053;JW0052;surA,7599.835971
P60664,b2025;hisF;JW2007,6382.328348
P0ADK0,b3554;JW5655;yiaF,3708.95352
P77444,b1680;csdB;JW1670;sufS;ynhB,4141.225375
P30859,artI;b0863;JW0847,7932.755021
P17169,b3729;glmS;JW3707,5882.405076
P37188,b2093;gatB;JW2077,9849.545163
P32132,b3871;bipA;JW5571;typA;yihK,8194.209771
P0ABA6,atpG;b3733;JW3711;papC;uncG,7023.328245
P0AFF6,b3169;JW3138;nusA,5103.160979
P0ACB2,b0369;hemB;JW0361;ncf,4550.728879
P35340,ahpF;b0606;JW0599,5078.213838
P37902,b0655;gltI;JW5092;ybeJ;yzzK,11834.09566
P21165,b3847;JW3823;pepQ,8290.621211
P0AEB7,b1809;JW5295;yoaB,8472.114384
P0A6W5,b3181;greA;JW3148,8424.72571
P0AAI5,b1095;fabF;fabJ;JW1081,7580.008986
P0AGJ9,b1637;JW1629;tyrS,5217.111675
P69441,adk;b0474;dnaW;JW0463;plsA,11182.63757
P04079,b2507;guaA;JW2491,8736.292622
P45523,b3347;fkpA;JW3309;yzzS,8845.776799
P63284,b2592;clpB;htpM;JW2573,6211.947002
P0A9K3,b0660;JW0657;ybeZ,5916.067375
P60906,b2514;hisS;JW2498,5316.682359
P38489,b0578;dprA;JW0567;nfnB;nfsB;nfsI;ntr,6908.397095
P0A8A0,b1864;JW1853;yebC,6608.050949
P15254,b2557;JW2541;purI;purL,9920.029006
P69797,b1817;gptB;JW1806;manX;ptsL,7637.420092
P0ABV2,b3005;exbD;JW2973,5707.448272
P0AG30,b3783;JW3756;nitA;psuA;rho;rnsC;sbaA;tsu,9562.162816
P23836,b1130;JW1116;phoP,8055.856632
P0AEU0,b2309;hisJ;JW2306,16192.76424
P15639,b4006;JW3970;purH,11615.12731
P75874,b0965;JW5130;yccU,4283.500335
P0AB67,b1602;JW1594;pntB,9703.893079
P07001,b1603;JW1595;pntA,9607.154821
P0AC53,b1852;JW1841;zwf,5612.779864
P0AGE0,b4059;exrB;JW4020;lexC;ssb,8040.387226
P61949,b0684;fldA;JW0671,5345.006624
Q46868,b3042;JW5505;yqiC,7383.482165
P0A9C3,b0756;galM;JW0739,3584.871453
P0A8L1,b0893;JW0876;serS,4742.789181
P0AEK2,b1093;fabG;JW1079,7773.376562
P09551,argT;b2310;JW2307,11599.87578
P00968,b0033;carB;JW0031;pyrA,16250.50216
P0C0V0,b0161;degP;htrA;JW0157;ptd,9054.940599
P31663,b0133;JW0129;panC,5684.244163
P0AGD3,b1656;JW1648;sodB,18186.35671
P00954,b3384;JW3347;trpS,8792.832212
P06987,b2022;hisB;JW2004,8407.94903
P37689,b3612;gpmI;JW3587;pgmI;yibO,7192.729136
B1X8Q8;C4ZQ80;P0A6Q3,ECDH10B_1024;fabA;b0954;JW0937,9745.399021
P76177,b1604;JW1596;ydgH,8595.869633
